Copyright 1986-2022 Xilinx, Inc. All Rights Reserved. Copyright 2022-2023 Advanced Micro Devices, Inc. All Rights Reserved.
---------------------------------------------------------------------------------------------------------------------------------------------
| Tool Version : Vivado v.2023.2 (lin64) Build 4029153 Fri Oct 13 20:13:54 MDT 2023
| Date         : Tue May  5 13:27:07 2026
| Host         : amy running 64-bit NixOS 25.11 (Xantusia)
| Command      : report_utilization -hierarchical -file util_resource_usage.csv
| Design       : cyt_top
| Device       : xcu280-fsvh2892-2L-e
| Speed File   : -2L
| Design State : Routed
---------------------------------------------------------------------------------------------------------------------------------------------

Utilization Design Information

Table of Contents
-----------------
1. Utilization by Hierarchy

1. Utilization by Hierarchy
---------------------------

+---------------------------------------------------------------------------------------------------------------------------------------------------------+---------------------------------------------------------------------------------------------------+----------------+--------------+------------+------------+---------+------+--------+--------+--------+------+------------+
|                                                                         Instance                                                                        |                                               Module                                              |  PR Attribute  | Total PPLOCs | Total LUTs | Logic LUTs | LUTRAMs | SRLs |   FFs  | RAMB36 | RAMB18 | URAM | DSP Blocks |
|               splitter_ar                                                                                                                               |                                      dyn_crossbar_5_axi_crossbar_v2_1_30_splitter__parameterized0 | Reconfigurable |            - |          1 |          1 |       0 |    0 |      2 |      0 |      0 |    0 |          0 |
|               splitter_aw                                                                                                                               |                                                      dyn_crossbar_5_axi_crossbar_v2_1_30_splitter | Reconfigurable |            - |          2 |          2 |       0 |    0 |      3 |      0 |      0 |    0 |          0 |
|         inst_dyn_crossbar_6                                                                                                                             |                                                                                    dyn_crossbar_6 | Reconfigurable |            - |        208 |        208 |       0 |    0 |    210 |      0 |      0 |    0 |          0 |
|           inst                                                                                                                                          |                                                  dyn_crossbar_6_axi_crossbar_v2_1_30_axi_crossbar | Reconfigurable |            - |        208 |        208 |       0 |    0 |    210 |      0 |      0 |    0 |          0 |
|             gen_sasd.crossbar_sasd_0                                                                                                                    |                                                 dyn_crossbar_6_axi_crossbar_v2_1_30_crossbar_sasd | Reconfigurable |            - |        208 |        208 |       0 |    0 |    210 |      0 |      0 |    0 |          0 |
|               (gen_sasd.crossbar_sasd_0)                                                                                                                |                                                 dyn_crossbar_6_axi_crossbar_v2_1_30_crossbar_sasd | Reconfigurable |            - |          3 |          3 |       0 |    0 |      8 |      0 |      0 |    0 |          0 |
|               addr_arbiter_inst                                                                                                                         |                                             dyn_crossbar_6_axi_crossbar_v2_1_30_addr_arbiter_sasd | Reconfigurable |            - |         97 |         97 |       0 |    0 |     55 |      0 |      0 |    0 |          0 |
|               gen_decerr.decerr_slave_inst                                                                                                              |                                                  dyn_crossbar_6_axi_crossbar_v2_1_30_decerr_slave | Reconfigurable |            - |          9 |          9 |       0 |    0 |      4 |      0 |      0 |    0 |          0 |
|               reg_slice_r                                                                                                                               |                                     dyn_crossbar_6_axi_register_slice_v2_1_29_axic_register_slice | Reconfigurable |            - |         99 |         99 |       0 |    0 |    138 |      0 |      0 |    0 |          0 |
|               splitter_ar                                                                                                                               |                                      dyn_crossbar_6_axi_crossbar_v2_1_30_splitter__parameterized0 | Reconfigurable |            - |          1 |          1 |       0 |    0 |      2 |      0 |      0 |    0 |          0 |
|               splitter_aw                                                                                                                               |                                                      dyn_crossbar_6_axi_crossbar_v2_1_30_splitter | Reconfigurable |            - |          2 |          2 |       0 |    0 |      3 |      0 |      0 |    0 |          0 |
|       inst_host_axis_reg_arr_s0_in                                                                                                                      |                                                                    axis_reg_array__parameterized5 | Reconfigurable |            - |       1756 |       1756 |       0 |    0 |   3479 |      0 |      0 |    0 |          0 |
|         genblk1[0].inst_reg                                                                                                                             |                                                                              axis_reg__xdcDup__63 | Reconfigurable |            - |        585 |        585 |       0 |    0 |   1159 |      0 |      0 |    0 |          0 |
|           inst_reg_slice                                                                                                                                |                                                                    axis_register_slice_512_HD2757 | Reconfigurable |            - |        585 |        585 |       0 |    0 |   1159 |      0 |      0 |    0 |          0 |
|             inst                                                                                                                                        |                    axis_register_slice_512_axis_register_slice_v1_1_29_axis_register_slice_HD2758 | Reconfigurable |            - |        585 |        585 |       0 |    0 |   1159 |      0 |      0 |    0 |          0 |
|               (inst)                                                                                                                                    |                    axis_register_slice_512_axis_register_slice_v1_1_29_axis_register_slice_HD2758 | Reconfigurable |            - |          1 |          1 |       0 |    0 |      1 |      0 |      0 |    0 |          0 |
|               axisc_register_slice_0                                                                                                                    |                   axis_register_slice_512_axis_register_slice_v1_1_29_axisc_register_slice_HD2759 | Reconfigurable |            - |        584 |        584 |       0 |    0 |   1158 |      0 |      0 |    0 |          0 |
|         genblk1[1].inst_reg                                                                                                                             |                                                                              axis_reg__xdcDup__64 | Reconfigurable |            - |        585 |        585 |       0 |    0 |   1160 |      0 |      0 |    0 |          0 |
|           inst_reg_slice                                                                                                                                |                                                                    axis_register_slice_512_HD2760 | Reconfigurable |            - |        585 |        585 |       0 |    0 |   1160 |      0 |      0 |    0 |          0 |
|             inst                                                                                                                                        |                    axis_register_slice_512_axis_register_slice_v1_1_29_axis_register_slice_HD2761 | Reconfigurable |            - |        585 |        585 |       0 |    0 |   1160 |      0 |      0 |    0 |          0 |
|               (inst)                                                                                                                                    |                    axis_register_slice_512_axis_register_slice_v1_1_29_axis_register_slice_HD2761 | Reconfigurable |            - |          1 |          1 |       0 |    0 |      1 |      0 |      0 |    0 |          0 |
|               axisc_register_slice_0                                                                                                                    |                   axis_register_slice_512_axis_register_slice_v1_1_29_axisc_register_slice_HD2762 | Reconfigurable |            - |        584 |        584 |       0 |    0 |   1159 |      0 |      0 |    0 |          0 |
|         genblk1[2].inst_reg                                                                                                                             |                                                                              axis_reg__xdcDup__65 | Reconfigurable |            - |        587 |        587 |       0 |    0 |   1160 |      0 |      0 |    0 |          0 |
|           (genblk1[2].inst_reg)                                                                                                                         |                                                                              axis_reg__xdcDup__65 | Reconfigurable |            - |          1 |          1 |       0 |    0 |      0 |      0 |      0 |    0 |          0 |
|           inst_reg_slice                                                                                                                                |                                                                    axis_register_slice_512_HD2763 | Reconfigurable |            - |        586 |        586 |       0 |    0 |   1160 |      0 |      0 |    0 |          0 |
|             inst                                                                                                                                        |                    axis_register_slice_512_axis_register_slice_v1_1_29_axis_register_slice_HD2764 | Reconfigurable |            - |        586 |        586 |       0 |    0 |   1160 |      0 |      0 |    0 |          0 |
|               (inst)                                                                                                                                    |                    axis_register_slice_512_axis_register_slice_v1_1_29_axis_register_slice_HD2764 | Reconfigurable |            - |          1 |          1 |       0 |    0 |      1 |      0 |      0 |    0 |          0 |
|               axisc_register_slice_0                                                                                                                    |                   axis_register_slice_512_axis_register_slice_v1_1_29_axisc_register_slice_HD2765 | Reconfigurable |            - |        585 |        585 |       0 |    0 |   1159 |      0 |      0 |    0 |          0 |
|       inst_host_axis_reg_arr_s0_out                                                                                                                     |                                                                    axis_reg_array__parameterized6 | Reconfigurable |            - |       1757 |       1757 |       0 |    0 |   3480 |      0 |      0 |    0 |          0 |
|         genblk1[0].inst_reg                                                                                                                             |                                                                              axis_reg__xdcDup__66 | Reconfigurable |            - |        586 |        586 |       0 |    0 |   1160 |      0 |      0 |    0 |          0 |
|           inst_reg_slice                                                                                                                                |                                                                    axis_register_slice_512_HD2766 | Reconfigurable |            - |        586 |        586 |       0 |    0 |   1160 |      0 |      0 |    0 |          0 |
|             inst                                                                                                                                        |                    axis_register_slice_512_axis_register_slice_v1_1_29_axis_register_slice_HD2767 | Reconfigurable |            - |        586 |        586 |       0 |    0 |   1160 |      0 |      0 |    0 |          0 |
|               (inst)                                                                                                                                    |                    axis_register_slice_512_axis_register_slice_v1_1_29_axis_register_slice_HD2767 | Reconfigurable |            - |          1 |          1 |       0 |    0 |      1 |      0 |      0 |    0 |          0 |
|               axisc_register_slice_0                                                                                                                    |                   axis_register_slice_512_axis_register_slice_v1_1_29_axisc_register_slice_HD2768 | Reconfigurable |            - |        585 |        585 |       0 |    0 |   1159 |      0 |      0 |    0 |          0 |
|         genblk1[1].inst_reg                                                                                                                             |                                                                              axis_reg__xdcDup__67 | Reconfigurable |            - |        585 |        585 |       0 |    0 |   1160 |      0 |      0 |    0 |          0 |
|           inst_reg_slice                                                                                                                                |                                                                    axis_register_slice_512_HD2769 | Reconfigurable |            - |        585 |        585 |       0 |    0 |   1160 |      0 |      0 |    0 |          0 |
|             inst                                                                                                                                        |                    axis_register_slice_512_axis_register_slice_v1_1_29_axis_register_slice_HD2770 | Reconfigurable |            - |        585 |        585 |       0 |    0 |   1160 |      0 |      0 |    0 |          0 |
|               (inst)                                                                                                                                    |                    axis_register_slice_512_axis_register_slice_v1_1_29_axis_register_slice_HD2770 | Reconfigurable |            - |          1 |          1 |       0 |    0 |      1 |      0 |      0 |    0 |          0 |
|               axisc_register_slice_0                                                                                                                    |                   axis_register_slice_512_axis_register_slice_v1_1_29_axisc_register_slice_HD2771 | Reconfigurable |            - |        584 |        584 |       0 |    0 |   1159 |      0 |      0 |    0 |          0 |
|         genblk1[2].inst_reg                                                                                                                             |                                                                                          axis_reg | Reconfigurable |            - |        586 |        586 |       0 |    0 |   1160 |      0 |      0 |    0 |          0 |
|           (genblk1[2].inst_reg)                                                                                                                         |                                                                                          axis_reg | Reconfigurable |            - |          1 |          1 |       0 |    0 |      0 |      0 |      0 |    0 |          0 |
|           inst_reg_slice                                                                                                                                |                                                                    axis_register_slice_512_HD2772 | Reconfigurable |            - |        586 |        586 |       0 |    0 |   1160 |      0 |      0 |    0 |          0 |
|             inst                                                                                                                                        |                    axis_register_slice_512_axis_register_slice_v1_1_29_axis_register_slice_HD2773 | Reconfigurable |            - |        586 |        586 |       0 |    0 |   1160 |      0 |      0 |    0 |          0 |
|               (inst)                                                                                                                                    |                    axis_register_slice_512_axis_register_slice_v1_1_29_axis_register_slice_HD2773 | Reconfigurable |            - |          1 |          1 |       0 |    0 |      1 |      0 |      0 |    0 |          0 |
|               axisc_register_slice_0                                                                                                                    |                   axis_register_slice_512_axis_register_slice_v1_1_29_axisc_register_slice_HD2774 | Reconfigurable |            - |        585 |        585 |       0 |    0 |   1159 |      0 |      0 |    0 |          0 |
|       inst_host_dma_reg_arr_s0_rd                                                                                                                       |                                                                     dma_reg_array__parameterized3 | Reconfigurable |            - |        313 |        313 |       0 |    0 |    597 |      0 |      0 |    0 |          0 |
|         genblk1[0].inst_reg                                                                                                                             |                                                                               dma_reg__xdcDup__21 | Reconfigurable |            - |        104 |        104 |       0 |    0 |    199 |      0 |      0 |    0 |          0 |
|           (genblk1[0].inst_reg)                                                                                                                         |                                                                               dma_reg__xdcDup__21 | Reconfigurable |            - |          0 |          0 |       0 |    0 |      1 |      0 |      0 |    0 |          0 |
|           inst_reg_slice                                                                                                                                |                                                                        axis_register_slice_req_96 | Reconfigurable |            - |        104 |        104 |       0 |    0 |    198 |      0 |      0 |    0 |          0 |
|             inst                                                                                                                                        |                        axis_register_slice_req_96_axis_register_slice_v1_1_29_axis_register_slice | Reconfigurable |            - |        104 |        104 |       0 |    0 |    198 |      0 |      0 |    0 |          0 |
|               (inst)                                                                                                                                    |                        axis_register_slice_req_96_axis_register_slice_v1_1_29_axis_register_slice | Reconfigurable |            - |          1 |          1 |       0 |    0 |      1 |      0 |      0 |    0 |          0 |
|               axisc_register_slice_0                                                                                                                    |                       axis_register_slice_req_96_axis_register_slice_v1_1_29_axisc_register_slice | Reconfigurable |            - |        103 |        103 |       0 |    0 |    197 |      0 |      0 |    0 |          0 |
|         genblk1[1].inst_reg                                                                                                                             |                                                                               dma_reg__xdcDup__22 | Reconfigurable |            - |        104 |        104 |       0 |    0 |    199 |      0 |      0 |    0 |          0 |
|           (genblk1[1].inst_reg)                                                                                                                         |                                                                               dma_reg__xdcDup__22 | Reconfigurable |            - |          0 |          0 |       0 |    0 |      1 |      0 |      0 |    0 |          0 |
|           inst_reg_slice                                                                                                                                |                                                                 axis_register_slice_req_96_HD2775 | Reconfigurable |            - |        104 |        104 |       0 |    0 |    198 |      0 |      0 |    0 |          0 |
|             inst                                                                                                                                        |                 axis_register_slice_req_96_axis_register_slice_v1_1_29_axis_register_slice_HD2776 | Reconfigurable |            - |        104 |        104 |       0 |    0 |    198 |      0 |      0 |    0 |          0 |
|               (inst)                                                                                                                                    |                 axis_register_slice_req_96_axis_register_slice_v1_1_29_axis_register_slice_HD2776 | Reconfigurable |            - |          1 |          1 |       0 |    0 |      1 |      0 |      0 |    0 |          0 |
|               axisc_register_slice_0                                                                                                                    |                axis_register_slice_req_96_axis_register_slice_v1_1_29_axisc_register_slice_HD2777 | Reconfigurable |            - |        103 |        103 |       0 |    0 |    197 |      0 |      0 |    0 |          0 |
|         genblk1[2].inst_reg                                                                                                                             |                                                                               dma_reg__xdcDup__23 | Reconfigurable |            - |        105 |        105 |       0 |    0 |    199 |      0 |      0 |    0 |          0 |
|           (genblk1[2].inst_reg)                                                                                                                         |                                                                               dma_reg__xdcDup__23 | Reconfigurable |            - |          1 |          1 |       0 |    0 |      1 |      0 |      0 |    0 |          0 |
|           inst_reg_slice                                                                                                                                |                                                                 axis_register_slice_req_96_HD2778 | Reconfigurable |            - |        105 |        105 |       0 |    0 |    198 |      0 |      0 |    0 |          0 |
|             inst                                                                                                                                        |                 axis_register_slice_req_96_axis_register_slice_v1_1_29_axis_register_slice_HD2779 | Reconfigurable |            - |        105 |        105 |       0 |    0 |    198 |      0 |      0 |    0 |          0 |
|               (inst)                                                                                                                                    |                 axis_register_slice_req_96_axis_register_slice_v1_1_29_axis_register_slice_HD2779 | Reconfigurable |            - |          1 |          1 |       0 |    0 |      1 |      0 |      0 |    0 |          0 |
|               axisc_register_slice_0                                                                                                                    |                axis_register_slice_req_96_axis_register_slice_v1_1_29_axisc_register_slice_HD2780 | Reconfigurable |            - |        104 |        104 |       0 |    0 |    197 |      0 |      0 |    0 |          0 |
|       inst_host_dma_reg_arr_s0_wr                                                                                                                       |                                                                     dma_reg_array__parameterized4 | Reconfigurable |            - |        314 |        314 |       0 |    0 |    596 |      0 |      0 |    0 |          0 |
|         genblk1[0].inst_reg                                                                                                                             |                                                                               dma_reg__xdcDup__24 | Reconfigurable |            - |        105 |        105 |       0 |    0 |    199 |      0 |      0 |    0 |          0 |
|           (genblk1[0].inst_reg)                                                                                                                         |                                                                               dma_reg__xdcDup__24 | Reconfigurable |            - |          1 |          1 |       0 |    0 |      1 |      0 |      0 |    0 |          0 |
|           inst_reg_slice                                                                                                                                |                                                                 axis_register_slice_req_96_HD2781 | Reconfigurable |            - |        105 |        105 |       0 |    0 |    198 |      0 |      0 |    0 |          0 |
|             inst                                                                                                                                        |                 axis_register_slice_req_96_axis_register_slice_v1_1_29_axis_register_slice_HD2782 | Reconfigurable |            - |        105 |        105 |       0 |    0 |    198 |      0 |      0 |    0 |          0 |
|               (inst)                                                                                                                                    |                 axis_register_slice_req_96_axis_register_slice_v1_1_29_axis_register_slice_HD2782 | Reconfigurable |            - |          1 |          1 |       0 |    0 |      1 |      0 |      0 |    0 |          0 |
|               axisc_register_slice_0                                                                                                                    |                axis_register_slice_req_96_axis_register_slice_v1_1_29_axisc_register_slice_HD2783 | Reconfigurable |            - |        104 |        104 |       0 |    0 |    197 |      0 |      0 |    0 |          0 |
|         genblk1[1].inst_reg                                                                                                                             |                                                                               dma_reg__xdcDup__25 | Reconfigurable |            - |        105 |        105 |       0 |    0 |    198 |      0 |      0 |    0 |          0 |
|           (genblk1[1].inst_reg)                                                                                                                         |                                                                               dma_reg__xdcDup__25 | Reconfigurable |            - |          0 |          0 |       0 |    0 |      1 |      0 |      0 |    0 |          0 |
|           inst_reg_slice                                                                                                                                |                                                                 axis_register_slice_req_96_HD2784 | Reconfigurable |            - |        105 |        105 |       0 |    0 |    197 |      0 |      0 |    0 |          0 |
|             inst                                                                                                                                        |                 axis_register_slice_req_96_axis_register_slice_v1_1_29_axis_register_slice_HD2785 | Reconfigurable |            - |        105 |        105 |       0 |    0 |    197 |      0 |      0 |    0 |          0 |
|               (inst)                                                                                                                                    |                 axis_register_slice_req_96_axis_register_slice_v1_1_29_axis_register_slice_HD2785 | Reconfigurable |            - |          1 |          1 |       0 |    0 |      1 |      0 |      0 |    0 |          0 |
|               axisc_register_slice_0                                                                                                                    |                axis_register_slice_req_96_axis_register_slice_v1_1_29_axisc_register_slice_HD2786 | Reconfigurable |            - |        104 |        104 |       0 |    0 |    196 |      0 |      0 |    0 |          0 |
|         genblk1[2].inst_reg                                                                                                                             |                                                                                           dma_reg | Reconfigurable |            - |        106 |        106 |       0 |    0 |    199 |      0 |      0 |    0 |          0 |
|           (genblk1[2].inst_reg)                                                                                                                         |                                                                                           dma_reg | Reconfigurable |            - |          1 |          1 |       0 |    0 |      1 |      0 |      0 |    0 |          0 |
|           inst_reg_slice                                                                                                                                |                                                                 axis_register_slice_req_96_HD2787 | Reconfigurable |            - |        105 |        105 |       0 |    0 |    198 |      0 |      0 |    0 |          0 |
|             inst                                                                                                                                        |                 axis_register_slice_req_96_axis_register_slice_v1_1_29_axis_register_slice_HD2788 | Reconfigurable |            - |        105 |        105 |       0 |    0 |    198 |      0 |      0 |    0 |          0 |
|               (inst)                                                                                                                                    |                 axis_register_slice_req_96_axis_register_slice_v1_1_29_axis_register_slice_HD2788 | Reconfigurable |            - |          1 |          1 |       0 |    0 |      1 |      0 |      0 |    0 |          0 |
|               axisc_register_slice_0                                                                                                                    |                axis_register_slice_req_96_axis_register_slice_v1_1_29_axisc_register_slice_HD2789 | Reconfigurable |            - |        104 |        104 |       0 |    0 |    197 |      0 |      0 |    0 |          0 |
|       inst_host_mux_in                                                                                                                                  |                                                                                 axis_mux_host_src | Reconfigurable |            - |         62 |         62 |       0 |    0 |     27 |      0 |      0 |    0 |          0 |
|       inst_host_mux_out                                                                                                                                 |                                                                                axis_mux_host_sink | Reconfigurable |            - |       1701 |       1701 |       0 |    0 |     37 |      0 |      0 |    0 |          0 |
|       inst_mmu_top                                                                                                                                      |                                                                                           mmu_top | Reconfigurable |            - |      37016 |      33488 |    3528 |    0 |  71607 |    196 |     28 |    0 |          0 |
|         (inst_mmu_top)                                                                                                                                  |                                                                                           mmu_top | Reconfigurable |            - |          6 |          6 |       0 |    0 |      0 |      0 |      0 |    0 |          0 |
|         genblk1[0].inst_mmu_region                                                                                                                      |                                                                                    mmu_region_top | Reconfigurable |            - |       2727 |       2367 |     360 |    0 |   3225 |     26 |      4 |    0 |          0 |
|           (genblk1[0].inst_mmu_region)                                                                                                                  |                                                                                    mmu_region_top | Reconfigurable |            - |          1 |          1 |       0 |    0 |      2 |      0 |      0 |    0 |          0 |
|           inst_fsm_rd                                                                                                                                   |                                                                                           tlb_fsm | Reconfigurable |            - |        958 |        958 |       0 |    0 |    769 |      4 |      0 |    0 |          0 |
|             (inst_fsm_rd)                                                                                                                               |                                                                                           tlb_fsm | Reconfigurable |            - |        680 |        680 |       0 |    0 |    596 |      0 |      0 |    0 |          0 |
|             inst_ack_host_buff                                                                                                                          |                                                                                  queue_stream_288 | Reconfigurable |            - |         59 |         59 |       0 |    0 |    125 |      0 |      0 |    0 |          0 |
|               inst_fifo                                                                                                                                 |                                                                                          fifo_290 | Reconfigurable |            - |         59 |         59 |       0 |    0 |    125 |      0 |      0 |    0 |          0 |
|             inst_cch_buff                                                                                                                               |                                                                        axis_data_fifo_cch_req_128 | Reconfigurable |            - |         52 |         52 |       0 |    0 |     48 |      2 |      0 |    0 |          0 |
|               inst                                                                                                                                      |                                             axis_data_fifo_cch_req_128_axis_data_fifo_v2_0_11_top | Reconfigurable |            - |         52 |         52 |       0 |    0 |     48 |      2 |      0 |    0 |          0 |
|                 gen_fifo.xpm_fifo_axis_inst                                                                                                             |                                                          axis_data_fifo_cch_req_128_xpm_fifo_axis | Reconfigurable |            - |         52 |         52 |       0 |    0 |     48 |      2 |      0 |    0 |          0 |
|                   (gen_fifo.xpm_fifo_axis_inst)                                                                                                         |                                                          axis_data_fifo_cch_req_128_xpm_fifo_axis | Reconfigurable |            - |          2 |          2 |       0 |    0 |      0 |      0 |      0 |    0 |          0 |
|                   gaxis_rst_sync.xpm_cdc_sync_rst_inst                                                                                                  |                                                       axis_data_fifo_cch_req_128_xpm_cdc_sync_rst | Reconfigurable |            - |          0 |          0 |       0 |    0 |      4 |      0 |      0 |    0 |          0 |
|                   xpm_fifo_base_inst                                                                                                                    |                                                          axis_data_fifo_cch_req_128_xpm_fifo_base | Reconfigurable |            - |         50 |         50 |       0 |    0 |     44 |      2 |      0 |    0 |          0 |
|                     (xpm_fifo_base_inst)                                                                                                                |                                                          axis_data_fifo_cch_req_128_xpm_fifo_base | Reconfigurable |            - |          3 |          3 |       0 |    0 |      6 |      0 |      0 |    0 |          0 |
|                     gen_sdpram.xpm_memory_base_inst                                                                                                     |                                                        axis_data_fifo_cch_req_128_xpm_memory_base | Reconfigurable |            - |          0 |          0 |       0 |    0 |      0 |      2 |      0 |    0 |          0 |
|                     rdp_inst                                                                                                                            |                                       axis_data_fifo_cch_req_128_xpm_counter_updn__parameterized0 | Reconfigurable |            - |         15 |         15 |       0 |    0 |      8 |      0 |      0 |    0 |          0 |
|                     rdpp1_inst                                                                                                                          |                                       axis_data_fifo_cch_req_128_xpm_counter_updn__parameterized1 | Reconfigurable |            - |         10 |         10 |       0 |    0 |      8 |      0 |      0 |    0 |          0 |
|                     rst_d1_inst                                                                                                                         |                                                       axis_data_fifo_cch_req_128_xpm_fifo_reg_bit | Reconfigurable |            - |          1 |          1 |       0 |    0 |      1 |      0 |      0 |    0 |          0 |
|                     wrp_inst                                                                                                                            |                                     axis_data_fifo_cch_req_128_xpm_counter_updn__parameterized0_0 | Reconfigurable |            - |         12 |         12 |       0 |    0 |      8 |      0 |      0 |    0 |          0 |
|                     wrpp1_inst                                                                                                                          |                                     axis_data_fifo_cch_req_128_xpm_counter_updn__parameterized1_1 | Reconfigurable |            - |          8 |          8 |       0 |    0 |      8 |      0 |      0 |    0 |          0 |
|                     xpm_fifo_rst_inst                                                                                                                   |                                                           axis_data_fifo_cch_req_128_xpm_fifo_rst | Reconfigurable |            - |          2 |          2 |       0 |    0 |      5 |      0 |      0 |    0 |          0 |
|             inst_host_ssn                                                                                                                               |                                                                      ram_sp_c__parameterized1_289 | Reconfigurable |            - |        167 |        167 |       0 |    0 |      0 |      2 |      0 |    0 |          0 |
|           inst_fsm_wr                                                                                                                                   |                                                                           tlb_fsm__parameterized0 | Reconfigurable |            - |        961 |        961 |       0 |    0 |    769 |      4 |      0 |    0 |          0 |
|             (inst_fsm_wr)                                                                                                                               |                                                                           tlb_fsm__parameterized0 | Reconfigurable |            - |        685 |        685 |       0 |    0 |    596 |      0 |      0 |    0 |          0 |
|             inst_ack_host_buff                                                                                                                          |                                                                                  queue_stream_285 | Reconfigurable |            - |         59 |         59 |       0 |    0 |    125 |      0 |      0 |    0 |          0 |
|               inst_fifo                                                                                                                                 |                                                                                          fifo_287 | Reconfigurable |            - |         59 |         59 |       0 |    0 |    125 |      0 |      0 |    0 |          0 |
|             inst_cch_buff                                                                                                                               |                                                                 axis_data_fifo_cch_req_128_HD2790 | Reconfigurable |            - |         50 |         50 |       0 |    0 |     48 |      2 |      0 |    0 |          0 |
|               inst                                                                                                                                      |                                      axis_data_fifo_cch_req_128_axis_data_fifo_v2_0_11_top_HD2791 | Reconfigurable |            - |         50 |         50 |       0 |    0 |     48 |      2 |      0 |    0 |          0 |
|                 gen_fifo.xpm_fifo_axis_inst                                                                                                             |                                                   axis_data_fifo_cch_req_128_xpm_fifo_axis_HD2792 | Reconfigurable |            - |         50 |         50 |       0 |    0 |     48 |      2 |      0 |    0 |          0 |
|                   (gen_fifo.xpm_fifo_axis_inst)                                                                                                         |                                                   axis_data_fifo_cch_req_128_xpm_fifo_axis_HD2792 | Reconfigurable |            - |          2 |          2 |       0 |    0 |      0 |      0 |      0 |    0 |          0 |
|                   gaxis_rst_sync.xpm_cdc_sync_rst_inst                                                                                                  |                                                axis_data_fifo_cch_req_128_xpm_cdc_sync_rst_HD2793 | Reconfigurable |            - |          0 |          0 |       0 |    0 |      4 |      0 |      0 |    0 |          0 |
|                   xpm_fifo_base_inst                                                                                                                    |                                                   axis_data_fifo_cch_req_128_xpm_fifo_base_HD2794 | Reconfigurable |            - |         48 |         48 |       0 |    0 |     44 |      2 |      0 |    0 |          0 |
|                     (xpm_fifo_base_inst)                                                                                                                |                                                   axis_data_fifo_cch_req_128_xpm_fifo_base_HD2794 | Reconfigurable |            - |          3 |          3 |       0 |    0 |      6 |      0 |      0 |    0 |          0 |
|                     gen_sdpram.xpm_memory_base_inst                                                                                                     |                                                 axis_data_fifo_cch_req_128_xpm_memory_base_HD2795 | Reconfigurable |            - |          0 |          0 |       0 |    0 |      0 |      2 |      0 |    0 |          0 |
