Copyright 1986-2022 Xilinx, Inc. All Rights Reserved.
------------------------------------------------------------------------------------
| Tool Version : Vivado v.2022.1 (lin64) Build 3526262 Mon Apr 18 15:47:01 MDT 2022
| Date         : Thu Apr 30 15:17:34 2026
| Host         : clara running 64-bit NixOS 25.11 (Xantusia)
| Command      : report_utilization -hierarchical -file util_ushell_2.csv
| Design       : cyt_top
| Device       : xcu280-fsvh2892-2L-e
| Speed File   : -2L
| Design State : Physopt postRoute
------------------------------------------------------------------------------------

Utilization Design Information

Table of Contents
-----------------
1. Utilization by Hierarchy

1. Utilization by Hierarchy
---------------------------

+---------------------------------------------------------------------------------------------------------------------------------------------------------+---------------------------------------------------------------------------------------------------+----------------+--------------+------------+------------+---------+------+--------+--------+--------+------+------------+
|                                                                         Instance                                                                        |                                               Module                                              |  PR Attribute  | Total PPLOCs | Total LUTs | Logic LUTs | LUTRAMs | SRLs |   FFs  | RAMB36 | RAMB18 | URAM | DSP Blocks |
|                       (N_DDR_MODE.G_NMU[2].U_M)                                                                                                         |                                               ila_perf_host_ltlib_v1_0_0_match__parameterized0__3 | Reconfigurable |            - |          0 |          0 |       0 |    0 |      1 |      0 |      0 |    0 |          0 |
|                       allx_typeA_match_detection.ltlib_v1_0_0_allx_typeA_inst                                                                           |                                          ila_perf_host_ltlib_v1_0_0_allx_typeA__parameterized0_24 | Reconfigurable |            - |          5 |          0 |       0 |    5 |      3 |      0 |      0 |    0 |          0 |
|                         (allx_typeA_match_detection.ltlib_v1_0_0_allx_typeA_inst)                                                                       |                                          ila_perf_host_ltlib_v1_0_0_allx_typeA__parameterized0_24 | Reconfigurable |            - |          0 |          0 |       0 |    0 |      2 |      0 |      0 |    0 |          0 |
|                         DUT                                                                                                                             |                                           ila_perf_host_ltlib_v1_0_0_all_typeA__parameterized0_25 | Reconfigurable |            - |          5 |          0 |       0 |    5 |      1 |      0 |      0 |    0 |          0 |
|                           (DUT)                                                                                                                         |                                           ila_perf_host_ltlib_v1_0_0_all_typeA__parameterized0_25 | Reconfigurable |            - |          1 |          0 |       0 |    1 |      0 |      0 |      0 |    0 |          0 |
|                           I_WHOLE_SLICE.G_SLICE_IDX[0].U_ALL_SRL_SLICE                                                                                  |                                     ila_perf_host_ltlib_v1_0_0_all_typeA_slice__parameterized0_26 | Reconfigurable |            - |          4 |          0 |       0 |    4 |      1 |      0 |      0 |    0 |          0 |
|                     N_DDR_MODE.G_NMU[3].U_M                                                                                                             |                                               ila_perf_host_ltlib_v1_0_0_match__parameterized0__4 | Reconfigurable |            - |          5 |          0 |       0 |    5 |      4 |      0 |      0 |    0 |          0 |
|                       (N_DDR_MODE.G_NMU[3].U_M)                                                                                                         |                                               ila_perf_host_ltlib_v1_0_0_match__parameterized0__4 | Reconfigurable |            - |          0 |          0 |       0 |    0 |      1 |      0 |      0 |    0 |          0 |
|                       allx_typeA_match_detection.ltlib_v1_0_0_allx_typeA_inst                                                                           |                                          ila_perf_host_ltlib_v1_0_0_allx_typeA__parameterized0_21 | Reconfigurable |            - |          5 |          0 |       0 |    5 |      3 |      0 |      0 |    0 |          0 |
|                         (allx_typeA_match_detection.ltlib_v1_0_0_allx_typeA_inst)                                                                       |                                          ila_perf_host_ltlib_v1_0_0_allx_typeA__parameterized0_21 | Reconfigurable |            - |          0 |          0 |       0 |    0 |      2 |      0 |      0 |    0 |          0 |
|                         DUT                                                                                                                             |                                           ila_perf_host_ltlib_v1_0_0_all_typeA__parameterized0_22 | Reconfigurable |            - |          5 |          0 |       0 |    5 |      1 |      0 |      0 |    0 |          0 |
|                           (DUT)                                                                                                                         |                                           ila_perf_host_ltlib_v1_0_0_all_typeA__parameterized0_22 | Reconfigurable |            - |          1 |          0 |       0 |    1 |      0 |      0 |      0 |    0 |          0 |
|                           I_WHOLE_SLICE.G_SLICE_IDX[0].U_ALL_SRL_SLICE                                                                                  |                                     ila_perf_host_ltlib_v1_0_0_all_typeA_slice__parameterized0_23 | Reconfigurable |            - |          4 |          0 |       0 |    4 |      1 |      0 |      0 |    0 |          0 |
|                     N_DDR_MODE.G_NMU[4].U_M                                                                                                             |                                               ila_perf_host_ltlib_v1_0_0_match__parameterized0__5 | Reconfigurable |            - |          5 |          0 |       0 |    5 |      4 |      0 |      0 |    0 |          0 |
|                       (N_DDR_MODE.G_NMU[4].U_M)                                                                                                         |                                               ila_perf_host_ltlib_v1_0_0_match__parameterized0__5 | Reconfigurable |            - |          0 |          0 |       0 |    0 |      1 |      0 |      0 |    0 |          0 |
|                       allx_typeA_match_detection.ltlib_v1_0_0_allx_typeA_inst                                                                           |                                          ila_perf_host_ltlib_v1_0_0_allx_typeA__parameterized0_18 | Reconfigurable |            - |          5 |          0 |       0 |    5 |      3 |      0 |      0 |    0 |          0 |
|                         (allx_typeA_match_detection.ltlib_v1_0_0_allx_typeA_inst)                                                                       |                                          ila_perf_host_ltlib_v1_0_0_allx_typeA__parameterized0_18 | Reconfigurable |            - |          0 |          0 |       0 |    0 |      2 |      0 |      0 |    0 |          0 |
|                         DUT                                                                                                                             |                                           ila_perf_host_ltlib_v1_0_0_all_typeA__parameterized0_19 | Reconfigurable |            - |          5 |          0 |       0 |    5 |      1 |      0 |      0 |    0 |          0 |
|                           (DUT)                                                                                                                         |                                           ila_perf_host_ltlib_v1_0_0_all_typeA__parameterized0_19 | Reconfigurable |            - |          1 |          0 |       0 |    1 |      0 |      0 |      0 |    0 |          0 |
|                           I_WHOLE_SLICE.G_SLICE_IDX[0].U_ALL_SRL_SLICE                                                                                  |                                     ila_perf_host_ltlib_v1_0_0_all_typeA_slice__parameterized0_20 | Reconfigurable |            - |          4 |          0 |       0 |    4 |      1 |      0 |      0 |    0 |          0 |
|                     N_DDR_MODE.G_NMU[5].U_M                                                                                                             |                                               ila_perf_host_ltlib_v1_0_0_match__parameterized0__6 | Reconfigurable |            - |          5 |          0 |       0 |    5 |      4 |      0 |      0 |    0 |          0 |
|                       (N_DDR_MODE.G_NMU[5].U_M)                                                                                                         |                                               ila_perf_host_ltlib_v1_0_0_match__parameterized0__6 | Reconfigurable |            - |          0 |          0 |       0 |    0 |      1 |      0 |      0 |    0 |          0 |
|                       allx_typeA_match_detection.ltlib_v1_0_0_allx_typeA_inst                                                                           |                                          ila_perf_host_ltlib_v1_0_0_allx_typeA__parameterized0_15 | Reconfigurable |            - |          5 |          0 |       0 |    5 |      3 |      0 |      0 |    0 |          0 |
|                         (allx_typeA_match_detection.ltlib_v1_0_0_allx_typeA_inst)                                                                       |                                          ila_perf_host_ltlib_v1_0_0_allx_typeA__parameterized0_15 | Reconfigurable |            - |          0 |          0 |       0 |    0 |      2 |      0 |      0 |    0 |          0 |
|                         DUT                                                                                                                             |                                           ila_perf_host_ltlib_v1_0_0_all_typeA__parameterized0_16 | Reconfigurable |            - |          5 |          0 |       0 |    5 |      1 |      0 |      0 |    0 |          0 |
|                           (DUT)                                                                                                                         |                                           ila_perf_host_ltlib_v1_0_0_all_typeA__parameterized0_16 | Reconfigurable |            - |          1 |          0 |       0 |    1 |      0 |      0 |      0 |    0 |          0 |
|                           I_WHOLE_SLICE.G_SLICE_IDX[0].U_ALL_SRL_SLICE                                                                                  |                                     ila_perf_host_ltlib_v1_0_0_all_typeA_slice__parameterized0_17 | Reconfigurable |            - |          4 |          0 |       0 |    4 |      1 |      0 |      0 |    0 |          0 |
|                     N_DDR_MODE.G_NMU[6].U_M                                                                                                             |                                               ila_perf_host_ltlib_v1_0_0_match__parameterized0__7 | Reconfigurable |            - |          5 |          0 |       0 |    5 |      4 |      0 |      0 |    0 |          0 |
|                       (N_DDR_MODE.G_NMU[6].U_M)                                                                                                         |                                               ila_perf_host_ltlib_v1_0_0_match__parameterized0__7 | Reconfigurable |            - |          0 |          0 |       0 |    0 |      1 |      0 |      0 |    0 |          0 |
|                       allx_typeA_match_detection.ltlib_v1_0_0_allx_typeA_inst                                                                           |                                          ila_perf_host_ltlib_v1_0_0_allx_typeA__parameterized0_12 | Reconfigurable |            - |          5 |          0 |       0 |    5 |      3 |      0 |      0 |    0 |          0 |
|                         (allx_typeA_match_detection.ltlib_v1_0_0_allx_typeA_inst)                                                                       |                                          ila_perf_host_ltlib_v1_0_0_allx_typeA__parameterized0_12 | Reconfigurable |            - |          0 |          0 |       0 |    0 |      2 |      0 |      0 |    0 |          0 |
|                         DUT                                                                                                                             |                                           ila_perf_host_ltlib_v1_0_0_all_typeA__parameterized0_13 | Reconfigurable |            - |          5 |          0 |       0 |    5 |      1 |      0 |      0 |    0 |          0 |
|                           (DUT)                                                                                                                         |                                           ila_perf_host_ltlib_v1_0_0_all_typeA__parameterized0_13 | Reconfigurable |            - |          1 |          0 |       0 |    1 |      0 |      0 |      0 |    0 |          0 |
|                           I_WHOLE_SLICE.G_SLICE_IDX[0].U_ALL_SRL_SLICE                                                                                  |                                     ila_perf_host_ltlib_v1_0_0_all_typeA_slice__parameterized0_14 | Reconfigurable |            - |          4 |          0 |       0 |    4 |      1 |      0 |      0 |    0 |          0 |
|                     N_DDR_MODE.G_NMU[7].U_M                                                                                                             |                                               ila_perf_host_ltlib_v1_0_0_match__parameterized0__8 | Reconfigurable |            - |          5 |          0 |       0 |    5 |      4 |      0 |      0 |    0 |          0 |
|                       (N_DDR_MODE.G_NMU[7].U_M)                                                                                                         |                                               ila_perf_host_ltlib_v1_0_0_match__parameterized0__8 | Reconfigurable |            - |          0 |          0 |       0 |    0 |      1 |      0 |      0 |    0 |          0 |
|                       allx_typeA_match_detection.ltlib_v1_0_0_allx_typeA_inst                                                                           |                                           ila_perf_host_ltlib_v1_0_0_allx_typeA__parameterized0_9 | Reconfigurable |            - |          5 |          0 |       0 |    5 |      3 |      0 |      0 |    0 |          0 |
|                         (allx_typeA_match_detection.ltlib_v1_0_0_allx_typeA_inst)                                                                       |                                           ila_perf_host_ltlib_v1_0_0_allx_typeA__parameterized0_9 | Reconfigurable |            - |          0 |          0 |       0 |    0 |      2 |      0 |      0 |    0 |          0 |
|                         DUT                                                                                                                             |                                           ila_perf_host_ltlib_v1_0_0_all_typeA__parameterized0_10 | Reconfigurable |            - |          5 |          0 |       0 |    5 |      1 |      0 |      0 |    0 |          0 |
|                           (DUT)                                                                                                                         |                                           ila_perf_host_ltlib_v1_0_0_all_typeA__parameterized0_10 | Reconfigurable |            - |          1 |          0 |       0 |    1 |      0 |      0 |      0 |    0 |          0 |
|                           I_WHOLE_SLICE.G_SLICE_IDX[0].U_ALL_SRL_SLICE                                                                                  |                                     ila_perf_host_ltlib_v1_0_0_all_typeA_slice__parameterized0_11 | Reconfigurable |            - |          4 |          0 |       0 |    4 |      1 |      0 |      0 |    0 |          0 |
|                     N_DDR_MODE.G_NMU[8].U_M                                                                                                             |                                               ila_perf_host_ltlib_v1_0_0_match__parameterized0__9 | Reconfigurable |            - |          5 |          0 |       0 |    5 |      4 |      0 |      0 |    0 |          0 |
|                       (N_DDR_MODE.G_NMU[8].U_M)                                                                                                         |                                               ila_perf_host_ltlib_v1_0_0_match__parameterized0__9 | Reconfigurable |            - |          0 |          0 |       0 |    0 |      1 |      0 |      0 |    0 |          0 |
|                       allx_typeA_match_detection.ltlib_v1_0_0_allx_typeA_inst                                                                           |                                           ila_perf_host_ltlib_v1_0_0_allx_typeA__parameterized0_6 | Reconfigurable |            - |          5 |          0 |       0 |    5 |      3 |      0 |      0 |    0 |          0 |
|                         (allx_typeA_match_detection.ltlib_v1_0_0_allx_typeA_inst)                                                                       |                                           ila_perf_host_ltlib_v1_0_0_allx_typeA__parameterized0_6 | Reconfigurable |            - |          0 |          0 |       0 |    0 |      2 |      0 |      0 |    0 |          0 |
|                         DUT                                                                                                                             |                                            ila_perf_host_ltlib_v1_0_0_all_typeA__parameterized0_7 | Reconfigurable |            - |          5 |          0 |       0 |    5 |      1 |      0 |      0 |    0 |          0 |
|                           (DUT)                                                                                                                         |                                            ila_perf_host_ltlib_v1_0_0_all_typeA__parameterized0_7 | Reconfigurable |            - |          1 |          0 |       0 |    1 |      0 |      0 |      0 |    0 |          0 |
|                           I_WHOLE_SLICE.G_SLICE_IDX[0].U_ALL_SRL_SLICE                                                                                  |                                      ila_perf_host_ltlib_v1_0_0_all_typeA_slice__parameterized0_8 | Reconfigurable |            - |          4 |          0 |       0 |    4 |      1 |      0 |      0 |    0 |          0 |
|                     N_DDR_MODE.G_NMU[9].U_M                                                                                                             |                                              ila_perf_host_ltlib_v1_0_0_match__parameterized0__10 | Reconfigurable |            - |          5 |          0 |       0 |    5 |      4 |      0 |      0 |    0 |          0 |
|                       (N_DDR_MODE.G_NMU[9].U_M)                                                                                                         |                                              ila_perf_host_ltlib_v1_0_0_match__parameterized0__10 | Reconfigurable |            - |          0 |          0 |       0 |    0 |      1 |      0 |      0 |    0 |          0 |
|                       allx_typeA_match_detection.ltlib_v1_0_0_allx_typeA_inst                                                                           |                                           ila_perf_host_ltlib_v1_0_0_allx_typeA__parameterized0_3 | Reconfigurable |            - |          5 |          0 |       0 |    5 |      3 |      0 |      0 |    0 |          0 |
|                         (allx_typeA_match_detection.ltlib_v1_0_0_allx_typeA_inst)                                                                       |                                           ila_perf_host_ltlib_v1_0_0_allx_typeA__parameterized0_3 | Reconfigurable |            - |          0 |          0 |       0 |    0 |      2 |      0 |      0 |    0 |          0 |
|                         DUT                                                                                                                             |                                            ila_perf_host_ltlib_v1_0_0_all_typeA__parameterized0_4 | Reconfigurable |            - |          5 |          0 |       0 |    5 |      1 |      0 |      0 |    0 |          0 |
|                           (DUT)                                                                                                                         |                                            ila_perf_host_ltlib_v1_0_0_all_typeA__parameterized0_4 | Reconfigurable |            - |          1 |          0 |       0 |    1 |      0 |      0 |      0 |    0 |          0 |
|                           I_WHOLE_SLICE.G_SLICE_IDX[0].U_ALL_SRL_SLICE                                                                                  |                                      ila_perf_host_ltlib_v1_0_0_all_typeA_slice__parameterized0_5 | Reconfigurable |            - |          4 |          0 |       0 |    4 |      1 |      0 |      0 |    0 |          0 |
|                 xsdb_memory_read_inst                                                                                                                   |                                                          ila_perf_host_ltlib_v1_0_0_generic_memrd | Reconfigurable |            - |         26 |         24 |       0 |    2 |     26 |      0 |      0 |    0 |          0 |
|         inst_user_mux                                                                                                                                   |                                                                                      user_req_mux | Reconfigurable |            - |        125 |        125 |       0 |    0 |     33 |      0 |      0 |    0 |          0 |
|           inst_reg_local_rd                                                                                                                             |                                                                          meta_reg__parameterized4 | Reconfigurable |            - |         56 |         56 |       0 |    0 |     10 |      0 |      0 |    0 |          0 |
|             (inst_reg_local_rd)                                                                                                                         |                                                                          meta_reg__parameterized4 | Reconfigurable |            - |         45 |         45 |       0 |    0 |      0 |      0 |      0 |    0 |          0 |
|             inst_reg_slice                                                                                                                              |                                                               axis_register_slice_meta_128_HD2251 | Reconfigurable |            - |         11 |         11 |       0 |    0 |     10 |      0 |      0 |    0 |          0 |
|               inst                                                                                                                                      |               axis_register_slice_meta_128_axis_register_slice_v1_1_26_axis_register_slice_HD2252 | Reconfigurable |            - |         11 |         11 |       0 |    0 |     10 |      0 |      0 |    0 |          0 |
|                 (inst)                                                                                                                                  |               axis_register_slice_meta_128_axis_register_slice_v1_1_26_axis_register_slice_HD2252 | Reconfigurable |            - |          1 |          1 |       0 |    0 |      1 |      0 |      0 |    0 |          0 |
|                 axisc_register_slice_0                                                                                                                  |              axis_register_slice_meta_128_axis_register_slice_v1_1_26_axisc_register_slice_HD2253 | Reconfigurable |            - |         10 |         10 |       0 |    0 |      9 |      0 |      0 |    0 |          0 |
|           inst_reg_local_wr                                                                                                                             |                                                                          meta_reg__parameterized5 | Reconfigurable |            - |         54 |         54 |       0 |    0 |     10 |      0 |      0 |    0 |          0 |
|             (inst_reg_local_wr)                                                                                                                         |                                                                          meta_reg__parameterized5 | Reconfigurable |            - |         43 |         43 |       0 |    0 |      0 |      0 |      0 |    0 |          0 |
|             inst_reg_slice                                                                                                                              |                                                               axis_register_slice_meta_128_HD2254 | Reconfigurable |            - |         11 |         11 |       0 |    0 |     10 |      0 |      0 |    0 |          0 |
|               inst                                                                                                                                      |               axis_register_slice_meta_128_axis_register_slice_v1_1_26_axis_register_slice_HD2255 | Reconfigurable |            - |         11 |         11 |       0 |    0 |     10 |      0 |      0 |    0 |          0 |
|                 (inst)                                                                                                                                  |               axis_register_slice_meta_128_axis_register_slice_v1_1_26_axis_register_slice_HD2255 | Reconfigurable |            - |          1 |          1 |       0 |    0 |      1 |      0 |      0 |    0 |          0 |
|                 axisc_register_slice_0                                                                                                                  |              axis_register_slice_meta_128_axis_register_slice_v1_1_26_axisc_register_slice_HD2256 | Reconfigurable |            - |         10 |         10 |       0 |    0 |      9 |      0 |      0 |    0 |          0 |
|           inst_reg_sq_rd                                                                                                                                |                                                                          meta_reg__parameterized2 | Reconfigurable |            - |          8 |          8 |       0 |    0 |      7 |      0 |      0 |    0 |          0 |
|             (inst_reg_sq_rd)                                                                                                                            |                                                                          meta_reg__parameterized2 | Reconfigurable |            - |          1 |          1 |       0 |    0 |      0 |      0 |      0 |    0 |          0 |
|             inst_reg_slice                                                                                                                              |                                                               axis_register_slice_meta_128_HD2257 | Reconfigurable |            - |          7 |          7 |       0 |    0 |      7 |      0 |      0 |    0 |          0 |
|               inst                                                                                                                                      |               axis_register_slice_meta_128_axis_register_slice_v1_1_26_axis_register_slice_HD2258 | Reconfigurable |            - |          7 |          7 |       0 |    0 |      7 |      0 |      0 |    0 |          0 |
|                 (inst)                                                                                                                                  |               axis_register_slice_meta_128_axis_register_slice_v1_1_26_axis_register_slice_HD2258 | Reconfigurable |            - |          1 |          1 |       0 |    0 |      1 |      0 |      0 |    0 |          0 |
|                 axisc_register_slice_0                                                                                                                  |              axis_register_slice_meta_128_axis_register_slice_v1_1_26_axisc_register_slice_HD2259 | Reconfigurable |            - |          6 |          6 |       0 |    0 |      6 |      0 |      0 |    0 |          0 |
|           inst_reg_sq_wr                                                                                                                                |                                                                          meta_reg__parameterized3 | Reconfigurable |            - |          9 |          9 |       0 |    0 |      6 |      0 |      0 |    0 |          0 |
|             (inst_reg_sq_wr)                                                                                                                            |                                                                          meta_reg__parameterized3 | Reconfigurable |            - |          1 |          1 |       0 |    0 |      0 |      0 |      0 |    0 |          0 |
|             inst_reg_slice                                                                                                                              |                                                               axis_register_slice_meta_128_HD2260 | Reconfigurable |            - |          8 |          8 |       0 |    0 |      6 |      0 |      0 |    0 |          0 |
|               inst                                                                                                                                      |               axis_register_slice_meta_128_axis_register_slice_v1_1_26_axis_register_slice_HD2261 | Reconfigurable |            - |          8 |          8 |       0 |    0 |      6 |      0 |      0 |    0 |          0 |
|                 (inst)                                                                                                                                  |               axis_register_slice_meta_128_axis_register_slice_v1_1_26_axis_register_slice_HD2261 | Reconfigurable |            - |          1 |          1 |       0 |    0 |      0 |      0 |      0 |    0 |          0 |
|                 axisc_register_slice_0                                                                                                                  |              axis_register_slice_meta_128_axis_register_slice_v1_1_26_axisc_register_slice_HD2262 | Reconfigurable |            - |          7 |          7 |       0 |    0 |      6 |      0 |      0 |    0 |          0 |
|       inst_user_wrapper_2                                                                                                                               |                                                                             design_user_wrapper_2 | Reconfigurable |            - |       8960 |       8806 |      20 |  134 |  15957 |     24 |      4 |    0 |          0 |
|         inst_arb_local_rd                                                                                                                               |                                                                                       req_arb_2_1 | Reconfigurable |            - |        138 |        138 |       0 |    0 |    221 |      0 |      0 |    0 |          0 |
|           (inst_arb_local_rd)                                                                                                                           |                                                                                       req_arb_2_1 | Reconfigurable |            - |         22 |         22 |       0 |    0 |      1 |      0 |      0 |    0 |          0 |
|           inst_reg_out                                                                                                                                  |                                                                          meta_reg__parameterized6 | Reconfigurable |            - |        116 |        116 |       0 |    0 |    220 |      0 |      0 |    0 |          0 |
|             (inst_reg_out)                                                                                                                              |                                                                          meta_reg__parameterized6 | Reconfigurable |            - |          1 |          1 |       0 |    0 |      0 |      0 |      0 |    0 |          0 |
|             inst_reg_slice                                                                                                                              |                                                                      axis_register_slice_meta_128 | Reconfigurable |            - |        115 |        115 |       0 |    0 |    220 |      0 |      0 |    0 |          0 |
|               inst                                                                                                                                      |                      axis_register_slice_meta_128_axis_register_slice_v1_1_26_axis_register_slice | Reconfigurable |            - |        115 |        115 |       0 |    0 |    220 |      0 |      0 |    0 |          0 |
|                 (inst)                                                                                                                                  |                      axis_register_slice_meta_128_axis_register_slice_v1_1_26_axis_register_slice | Reconfigurable |            - |          1 |          1 |       0 |    0 |      1 |      0 |      0 |    0 |          0 |
|                 axisc_register_slice_0                                                                                                                  |                     axis_register_slice_meta_128_axis_register_slice_v1_1_26_axisc_register_slice | Reconfigurable |            - |        114 |        114 |       0 |    0 |    219 |      0 |      0 |    0 |          0 |
|         inst_arb_local_wr                                                                                                                               |                                                                       req_arb_2_1__parameterized0 | Reconfigurable |            - |        136 |        136 |       0 |    0 |    221 |      0 |      0 |    0 |          0 |
|           (inst_arb_local_wr)                                                                                                                           |                                                                       req_arb_2_1__parameterized0 | Reconfigurable |            - |         20 |         20 |       0 |    0 |      1 |      0 |      0 |    0 |          0 |
|           inst_reg_out                                                                                                                                  |                                                                          meta_reg__parameterized7 | Reconfigurable |            - |        116 |        116 |       0 |    0 |    220 |      0 |      0 |    0 |          0 |
|             (inst_reg_out)                                                                                                                              |                                                                          meta_reg__parameterized7 | Reconfigurable |            - |          1 |          1 |       0 |    0 |      0 |      0 |      0 |    0 |          0 |
|             inst_reg_slice                                                                                                                              |                                                               axis_register_slice_meta_128_HD2350 | Reconfigurable |            - |        115 |        115 |       0 |    0 |    220 |      0 |      0 |    0 |          0 |
|               inst                                                                                                                                      |               axis_register_slice_meta_128_axis_register_slice_v1_1_26_axis_register_slice_HD2351 | Reconfigurable |            - |        115 |        115 |       0 |    0 |    220 |      0 |      0 |    0 |          0 |
|                 (inst)                                                                                                                                  |               axis_register_slice_meta_128_axis_register_slice_v1_1_26_axis_register_slice_HD2351 | Reconfigurable |            - |          1 |          1 |       0 |    0 |      1 |      0 |      0 |    0 |          0 |
|                 axisc_register_slice_0                                                                                                                  |              axis_register_slice_meta_128_axis_register_slice_v1_1_26_axisc_register_slice_HD2352 | Reconfigurable |            - |        114 |        114 |       0 |    0 |    219 |      0 |      0 |    0 |          0 |
|         inst_debug_bridge_user                                                                                                                          |                                                                                 debug_bridge_user | Reconfigurable |            - |        309 |        289 |      20 |    0 |    618 |      0 |      0 |    0 |          0 |
|           inst                                                                                                                                          |                                                                         debug_bridge_user_bd_4611 | Reconfigurable |            - |        309 |        289 |      20 |    0 |    618 |      0 |      0 |    0 |          0 |
|             lut_buffer                                                                                                                                  |                                                                              bd_4611_lut_buffer_0 | Reconfigurable |            - |          1 |          1 |       0 |    0 |      0 |      0 |      0 |    0 |          0 |
|               (lut_buffer)                                                                                                                              |                                                                              bd_4611_lut_buffer_0 | Reconfigurable |            - |          0 |          0 |       0 |    0 |      0 |      0 |      0 |    0 |          0 |
|               inst                                                                                                                                      |                                                 bd_4611_lut_buffer_0_lut_buffer_v2_0_0_lut_buffer | Reconfigurable |            - |          1 |          1 |       0 |    0 |      0 |      0 |      0 |    0 |          0 |
|             xsdbm                                                                                                                                       |                                                                                           xsdbm_0 | Reconfigurable |            - |        308 |        288 |      20 |    0 |    618 |      0 |      0 |    0 |          0 |
|               (xsdbm)                                                                                                                                   |                                                                                           xsdbm_0 | Reconfigurable |            - |          0 |          0 |       0 |    0 |      0 |      0 |      0 |    0 |          0 |
|               inst                                                                                                                                      |                                                                        xsdbm_0_xsdbm_v3_0_0_xsdbm | Reconfigurable |            - |        308 |        288 |      20 |    0 |    618 |      0 |      0 |    0 |          0 |
|                 BSCANID.u_xsdbm_id                                                                                                                      |                                                                     xsdbm_0_xsdbm_v3_0_0_xsdbm_id | Reconfigurable |            - |        308 |        288 |      20 |    0 |    618 |      0 |      0 |    0 |          0 |
|                   (BSCANID.u_xsdbm_id)                                                                                                                  |                                                                     xsdbm_0_xsdbm_v3_0_0_xsdbm_id | Reconfigurable |            - |         34 |         34 |       0 |    0 |     36 |      0 |      0 |    0 |          0 |
|                   CORE_XSDB.UUT_MASTER                                                                                                                  |                                                                    xsdbm_0_xsdbm_v3_0_0_icon2xsdb | Reconfigurable |            - |        259 |        239 |      20 |    0 |    554 |      0 |      0 |    0 |          0 |
|                     U_ICON_INTERFACE                                                                                                                    |                                                                           xsdbm_0_xsdbm_v3_0_0_if | Reconfigurable |            - |        154 |        134 |      20 |    0 |    450 |      0 |      0 |    0 |          0 |
|                       (U_ICON_INTERFACE)                                                                                                                |                                                                           xsdbm_0_xsdbm_v3_0_0_if | Reconfigurable |            - |          6 |          6 |       0 |    0 |     15 |      0 |      0 |    0 |          0 |
|                       U_CMD1                                                                                                                            |                                                                      xsdbm_0_xsdbm_v3_0_0_ctl_reg | Reconfigurable |            - |          3 |          3 |       0 |    0 |     10 |      0 |      0 |    0 |          0 |
|                       U_CMD2                                                                                                                            |                                                                     xsdbm_0_xsdbm_v3_0_0_stat_reg | Reconfigurable |            - |          5 |          5 |       0 |    0 |     22 |      0 |      0 |    0 |          0 |
|                       U_CMD3                                                                                                                            |                                                     xsdbm_0_xsdbm_v3_0_0_stat_reg__parameterized0 | Reconfigurable |            - |          4 |          4 |       0 |    0 |     18 |      0 |      0 |    0 |          0 |
|                       U_CMD4                                                                                                                            |                                                      xsdbm_0_xsdbm_v3_0_0_ctl_reg__parameterized0 | Reconfigurable |            - |          9 |          9 |       0 |    0 |     62 |      0 |      0 |    0 |          0 |
|                       U_CMD5                                                                                                                            |                                                      xsdbm_0_xsdbm_v3_0_0_ctl_reg__parameterized1 | Reconfigurable |            - |          9 |          9 |       0 |    0 |     42 |      0 |      0 |    0 |          0 |
|                       U_CMD6_RD                                                                                                                         |                                                                        xsdbm_0_xsdbm_v3_0_0_rdreg | Reconfigurable |            - |         62 |         52 |      10 |    0 |    134 |      0 |      0 |    0 |          0 |
|                         (U_CMD6_RD)                                                                                                                     |                                                                        xsdbm_0_xsdbm_v3_0_0_rdreg | Reconfigurable |            - |          2 |          2 |       0 |    0 |     20 |      0 |      0 |    0 |          0 |
|                         U_RD_FIFO                                                                                                                       |                                                                       xsdbm_0_xsdbm_v3_0_0_rdfifo | Reconfigurable |            - |         60 |         50 |      10 |    0 |    114 |      0 |      0 |    0 |          0 |
|                           (U_RD_FIFO)                                                                                                                   |                                                                       xsdbm_0_xsdbm_v3_0_0_rdfifo | Reconfigurable |            - |         18 |         18 |       0 |    0 |      0 |      0 |      0 |    0 |          0 |
